접수년도,접수월,접수요일,동물종류,총건수,입양건수,입양률
2020,9,Tuesday,기타,44,8,18.18
2020,9,Tuesday,기타축종,22,15,68.18
2020,9,Wednesday,개,1315,412,31.33
2020,9,Wednesday,고양이,592,217,36.66
2020,9,Wednesday,기타,40,17,42.5
2020,9,Wednesday,기타축종,19,16,84.21
2020,10,Friday,개,1004,323,32.17
2020,10,Friday,고양이,462,167,36.15
2020,10,Friday,기타,28,10,35.71
2020,10,Friday,기타축종,14,11,78.57
2020,10,Monday,개,1519,478,31.47
2020,10,Monday,고양이,595,246,41.34
2020,10,Monday,기타,70,33,47.14
2020,10,Monday,기타축종,32,22,68.75
2020,10,Saturday,개,678,226,33.33
2020,10,Saturday,고양이,355,138,38.87
2020,10,Saturday,기타,24,11,45.83
2020,10,Saturday,기타축종,7,4,57.14
2020,10,Sunday,개,372,107,28.76
2020,10,Sunday,고양이,170,43,25.29
2020,10,Sunday,기타,20,7,35.0
2020,10,Sunday,기타축종,23,13,56.52
2020,10,Thursday,개,1160,361,31.12
2020,10,Thursday,고양이,522,189,36.21
2020,10,Thursday,기타,37,8,21.62
2020,10,Thursday,기타축종,9,7,77.78
2020,10,Tuesday,개,1290,415,32.17
2020,10,Tuesday,고양이,581,213,36.66
2020,10,Tuesday,기타,30,9,30.0
2020,10,Tuesday,기타축종,22,10,45.45
2020,10,Wednesday,개,1014,340,33.53
2020,10,Wednesday,고양이,504,187,37.1
2020,10,Wednesday,기타,32,13,40.62
2020,10,Wednesday,기타축종,15,10,66.67
2020,11,Friday,개,923,336,36.4
2020,11,Friday,고양이,256,98,38.28
2020,11,Friday,기타,34,5,14.71
2020,11,Friday,기타축종,19,15,78.95
2020,11,Monday,개,1690,553,32.72
2020,11,Monday,고양이,491,202,41.14
2020,11,Monday,기타,36,8,22.22
2020,11,Monday,기타축종,17,12,70.59
2020,11,Saturday,개,548,178,32.48
2020,11,Saturday,고양이,231,102,44.16
2020,11,Saturday,기타,21,9,42.86
2020,11,Saturday,기타축종,9,5,55.56
2020,11,Sunday,개,382,138,36.13
2020,11,Sunday,고양이,115,41,35.65
2020,11,Sunday,기타,14,10,71.43
2020,11,Sunday,기타축종,4,3,75.0
2020,11,Thursday,개,941,303,32.2
2020,11,Thursday,고양이,301,116,38.54
2020,11,Thursday,기타,34,18,52.94
2020,11,Thursday,기타축종,14,12,85.71
2020,11,Tuesday,개,1136,398,35.04
2020,11,Tuesday,고양이,353,149,42.21
2020,11,Tuesday,기타,49,20,40.82
2020,11,Tuesday,기타축종,22,18,81.82
2020,11,Wednesday,개,970,311,32.06
2020,11,Wednesday,고양이,298,120,40.27
2020,11,Wednesday,기타,22,10,45.45
2020,11,Wednesday,기타축종,5,3,60.0
2020,12,Friday,개,814,281,34.52
2020,12,Friday,고양이,151,53,35.1
2020,12,Friday,기타,29,5,17.24
2020,12,Friday,기타축종,8,7,87.5
2020,12,Monday,개,1291,483,37.41
2020,12,Monday,고양이,194,76,39.18
2020,12,Monday,기타,27,4,14.81
2020,12,Monday,기타축종,16,13,81.25
2020,12,Saturday,개,471,174,36.94
2020,12,Saturday,고양이,102,45,44.12
2020,12,Saturday,기타,8,1,12.5
2020,12,Saturday,기타축종,3,3,100.0
2020,12,Sunday,개,426,216,50.7
2020,12,Sunday,고양이,36,16,44.44
2020,12,Sunday,기타,8,1,12.5
2020,12,Sunday,기타축종,5,4,80.0
2020,12,Thursday,개,1013,355,35.04
2020,12,Thursday,고양이,237,107,45.15
2020,12,Thursday,기타,21,9,42.86
2020,12,Thursday,기타축종,9,8,88.89
2020,12,Tuesday,개,1242,510,41.06
2020,12,Tuesday,고양이,219,95,43.38
2020,12,Tuesday,기타,23,10,43.48
2020,12,Tuesday,기타축종,18,13,72.22
2020,12,Wednesday,개,1096,430,39.23
2020,12,Wednesday,고양이,213,90,42.25
2020,12,Wednesday,기타,24,10,41.67
2020,12,Wednesday,기타축종,11,8,72.73
2021,1,Friday,개,1079,400,37.07
2021,1,Friday,고양이,146,56,38.36
2021,1,Friday,기타,21,16,76.19
2021,1,Friday,기타축종,7,4,57.14
2021,1,Monday,개,1331,552,41.47
2021,1,Monday,고양이,147,77,52.38
2021,1,Monday,기타,38,10,26.32
2021,1,Monday,기타축종,11,10,90.91
2021,1,Saturday,개,620,219,35.32
2021,1,Saturday,고양이,101,32,31.68
2021,1,Saturday,기타,17,6,35.29
2021,1,Saturday,기타축종,19,17,89.47
2021,1,Sunday,개,528,210,39.77
2021,1,Sunday,고양이,52,19,36.54
2021,1,Sunday,기타,8,2,25.0
2021,1,Sunday,기타축종,4,2,50.0
2021,1,Thursday,개,939,358,38.13
2021,1,Thursday,고양이,126,54,42.86
2021,1,Thursday,기타,14,4,28.57
2021,1,Thursday,기타축종,4,2,50.0
2021,1,Tuesday,개,1145,471,41.14
2021,1,Tuesday,고양이,100,42,42.0
2021,1,Tuesday,기타,18,8,44.44
2021,1,Tuesday,기타축종,14,12,85.71
2021,1,Wednesday,개,1061,422,39.77
2021,1,Wednesday,고양이,124,52,41.94
2021,1,Wednesday,기타,38,11,28.95
2021,1,Wednesday,기타축종,12,12,100.0
2021,2,Friday,개,834,337,40.41
2021,2,Friday,고양이,102,32,31.37
2021,2,Friday,기타,15,3,20.0
2021,2,Friday,기타축종,6,4,66.67
2021,2,Monday,개,1482,554,37.38
2021,2,Monday,고양이,125,51,40.8
2021,2,Monday,기타,29,13,44.83
2021,2,Monday,기타축종,12,8,66.67
2021,2,Saturday,개,603,233,38.64
2021,2,Saturday,고양이,74,28,37.84
2021,2,Saturday,기타,16,7,43.75
2021,2,Saturday,기타축종,8,5,62.5
2021,2,Sunday,개,337,123,36.5
2021,2,Sunday,고양이,40,14,35.0
2021,2,Sunday,기타,12,1,8.33
2021,2,Sunday,기타축종,6,3,50.0
2021,2,Thursday,개,795,293,36.86
2021,2,Thursday,고양이,72,15,20.83
2021,2,Thursday,기타,17,7,41.18
2021,2,Thursday,기타축종,14,9,64.29
2021,2,Tuesday,개,1169,452,38.67
2021,2,Tuesday,고양이,131,59,45.04
2021,2,Tuesday,기타,19,10,52.63
2021,2,Tuesday,기타축종,14,10,71.43
2021,2,Wednesday,개,1057,419,39.64
2021,2,Wednesday,고양이,105,35,33.33
2021,2,Wednesday,기타,20,8,40.0
2021,2,Wednesday,기타축종,8,6,75.0
2021,3,Friday,개,1214,479,39.46
2021,3,Friday,고양이,138,49,35.51
2021,3,Friday,기타,21,4,19.05
2021,3,Friday,기타축종,17,14,82.35
2021,3,Monday,개,1619,602,37.18
2021,3,Monday,고양이,170,83,48.82
2021,3,Monday,기타,51,16,31.37
2021,3,Monday,기타축종,14,9,64.29
2021,3,Saturday,개,544,204,37.5
2021,3,Saturday,고양이,72,25,34.72
2021,3,Saturday,기타,18,5,27.78
2021,3,Saturday,기타축종,8,7,87.5
2021,3,Sunday,개,397,146,36.78
2021,3,Sunday,고양이,38,16,42.11
2021,3,Sunday,기타,9,2,22.22
2021,3,Sunday,기타축종,10,9,90.0
2021,3,Thursday,개,1058,406,38.37
2021,3,Thursday,고양이,146,73,50.0
2021,3,Thursday,기타,26,14,53.85
2021,3,Thursday,기타축종,18,16,88.89
2021,3,Tuesday,개,1484,588,39.62
2021,3,Tuesday,고양이,233,117,50.21
2021,3,Tuesday,기타,31,11,35.48
2021,3,Tuesday,기타축종,25,18,72.0
2021,3,Wednesday,개,1307,482,36.88
2021,3,Wednesday,고양이,196,72,36.73
2021,3,Wednesday,기타,13,6,46.15
2021,3,Wednesday,기타축종,19,19,100.0
2021,4,Friday,개,1319,479,36.32
2021,4,Friday,고양이,447,196,43.85
2021,4,Friday,기타,30,5,16.67
2021,4,Friday,기타축종,23,18,78.26
2021,4,Monday,개,1272,539,42.37
2021,4,Monday,고양이,450,241,53.56
2021,4,Monday,기타,39,20,51.28
2021,4,Monday,기타축종,23,15,65.22
2021,4,Saturday,개,490,153,31.22
2021,4,Saturday,고양이,236,89,37.71
2021,4,Saturday,기타,11,3,27.27
2021,4,Saturday,기타축종,8,8,100.0
2021,4,Sunday,개,320,125,39.06
2021,4,Sunday,고양이,128,55,42.97
2021,4,Sunday,기타,6,2,33.33
2021,4,Sunday,기타축종,3,3,100.0
2021,4,Thursday,개,1262,507,40.17
2021,4,Thursday,고양이,428,200,46.73
2021,4,Thursday,기타,35,12,34.29
2021,4,Thursday,기타축종,18,15,83.33
2021,4,Tuesday,개,1063,407,38.29
2021,4,Tuesday,고양이,375,155,41.33
2021,4,Tuesday,기타,27,15,55.56
2021,4,Tuesday,기타축종,10,9,90.0
2021,4,Wednesday,개,945,348,36.83
2021,4,Wednesday,고양이,368,174,47.28
2021,4,Wednesday,기타,23,8,34.78
2021,4,Wednesday,기타축종,13,9,69.23
2021,5,Friday,개,920,378,41.09
2021,5,Friday,고양이,662,234,35.35
2021,5,Friday,기타,26,9,34.62
2021,5,Friday,기타축종,19,15,78.95
2021,5,Monday,개,1648,591,35.86
2021,5,Monday,고양이,1134,546,48.15
2021,5,Monday,기타,50,15,30.0
2021,5,Monday,기타축종,29,19,65.52
2021,5,Saturday,개,565,224,39.65
2021,5,Saturday,고양이,441,162,36.73
2021,5,Saturday,기타,11,3,27.27
2021,5,Saturday,기타축종,13,10,76.92
2021,5,Sunday,개,434,146,33.64
2021,5,Sunday,고양이,275,91,33.09
2021,5,Sunday,기타,15,2,13.33
2021,5,Sunday,기타축종,6,2,33.33
2021,5,Thursday,개,1031,356,34.53
2021,5,Thursday,고양이,661,287,43.42
2021,5,Thursday,기타,34,9,26.47
2021,5,Thursday,기타축종,22,10,45.45
2021,5,Tuesday,개,1057,448,42.38
2021,5,Tuesday,고양이,650,282,43.38
2021,5,Tuesday,기타,63,22,34.92
2021,5,Tuesday,기타축종,15,11,73.33
2021,5,Wednesday,개,773,299,38.68
2021,5,Wednesday,고양이,556,206,37.05
2021,5,Wednesday,기타,24,8,33.33
2021,5,Wednesday,기타축종,14,8,57.14
2021,6,Friday,개,950,317,33.37
2021,6,Friday,고양이,677,219,32.35
2021,6,Friday,기타,36,12,33.33
2021,6,Friday,기타축종,22,12,54.55
2021,6,Monday,개,1418,481,33.92
2021,6,Monday,고양이,900,282,31.33
2021,6,Monday,기타,53,10,18.87
2021,6,Monday,기타축종,30,19,63.33
2021,6,Saturday,개,506,180,35.57
2021,6,Saturday,고양이,404,143,35.4
2021,6,Saturday,기타,24,5,20.83
2021,6,Saturday,기타축종,5,2,40.0
2021,6,Sunday,개,365,150,41.1
2021,6,Sunday,고양이,165,32,19.39
2021,6,Sunday,기타,18,4,22.22
2021,6,Sunday,기타축종,17,12,70.59
2021,6,Thursday,개,980,335,34.18
2021,6,Thursday,고양이,729,233,31.96
2021,6,Thursday,기타,27,3,11.11
2021,6,Thursday,기타축종,25,17,68.0
2021,6,Tuesday,개,1298,508,39.14
2021,6,Tuesday,고양이,899,280,31.15
2021,6,Tuesday,기타,38,8,21.05
2021,6,Tuesday,기타축종,44,25,56.82
2021,6,Wednesday,개,1299,458,35.26
2021,6,Wednesday,고양이,824,272,33.01
2021,6,Wednesday,기타,34,13,38.24
2021,6,Wednesday,기타축종,23,16,69.57
2021,7,Friday,개,1261,449,35.61
2021,7,Friday,고양이,634,195,30.76
2021,7,Friday,기타,30,11,36.67
2021,7,Friday,기타축종,19,8,42.11
2021,7,Monday,개,1442,487,33.77
2021,7,Monday,고양이,666,217,32.58
2021,7,Monday,기타,52,15,28.85
2021,7,Monday,기타축종,39,30,76.92
2021,7,Saturday,개,636,238,37.42
2021,7,Saturday,고양이,340,112,32.94
2021,7,Saturday,기타,18,5,27.78
2021,7,Saturday,기타축종,9,7,77.78
2021,7,Sunday,개,435,140,32.18
2021,7,Sunday,고양이,183,43,23.5
2021,7,Sunday,기타,9,1,11.11
2021,7,Sunday,기타축종,15,14,93.33
2021,7,Thursday,개,1417,477,33.66
2021,7,Thursday,고양이,617,212,34.36
2021,7,Thursday,기타,27,9,33.33
2021,7,Thursday,기타축종,25,11,44.0
2021,7,Tuesday,개,1249,458,36.67
2021,7,Tuesday,고양이,511,138,27.01
2021,7,Tuesday,기타,38,12,31.58
2021,7,Tuesday,기타축종,14,8,57.14
2021,7,Wednesday,개,940,380,40.43
2021,7,Wednesday,고양이,515,156,30.29
2021,7,Wednesday,기타,32,14,43.75
2021,7,Wednesday,기타축종,35,22,62.86
2021,8,Friday,개,983,324,32.96
2021,8,Friday,고양이,457,159,34.79
2021,8,Friday,기타,23,8,34.78
2021,8,Friday,기타축종,14,9,64.29
2021,8,Monday,개,1588,565,35.58
2021,8,Monday,고양이,630,226,35.87
2021,8,Monday,기타,59,21,35.59
2021,8,Monday,기타축종,21,12,57.14
2021,8,Saturday,개,554,188,33.94
2021,8,Saturday,고양이,283,120,42.4
2021,8,Saturday,기타,13,6,46.15
2021,8,Saturday,기타축종,19,6,31.58
2021,8,Sunday,개,548,211,38.5
2021,8,Sunday,고양이,186,62,33.33
2021,8,Sunday,기타,10,1,10.0
2021,8,Sunday,기타축종,4,3,75.0
2021,8,Thursday,개,1099,387,35.21
2021,8,Thursday,고양이,454,148,32.6
2021,8,Thursday,기타,18,4,22.22
2021,8,Thursday,기타축종,23,16,69.57
2021,8,Tuesday,개,1429,512,35.83
2021,8,Tuesday,고양이,570,200,35.09
2021,8,Tuesday,기타,27,8,29.63
2021,8,Tuesday,기타축종,19,13,68.42
2021,8,Wednesday,개,1012,314,31.03
2021,8,Wednesday,고양이,430,129,30.0
2021,8,Wednesday,기타,24,11,45.83
2021,8,Wednesday,기타축종,28,11,39.29
2021,9,Friday,개,1151,437,37.97
2021,9,Friday,고양이,578,200,34.6
2021,9,Friday,기타,21,10,47.62
2021,9,Friday,기타축종,32,26,81.25
2021,9,Monday,개,1334,455,34.11
2021,9,Monday,고양이,551,161,29.22
2021,9,Monday,기타,23,12,52.17
2021,9,Monday,기타축종,16,14,87.5
2021,9,Saturday,개,460,158,34.35
2021,9,Saturday,고양이,351,104,29.63
2021,9,Saturday,기타,6,4,66.67
2021,9,Saturday,기타축종,13,7,53.85
2021,9,Sunday,개,403,135,33.5
2021,9,Sunday,고양이,145,45,31.03
2021,9,Sunday,기타,7,3,42.86
2021,9,Sunday,기타축종,5,2,40.0
2021,9,Thursday,개,1522,550,36.14
2021,9,Thursday,고양이,764,258,33.77
2021,9,Thursday,기타,29,16,55.17
2021,9,Thursday,기타축종,22,14,63.64
2021,9,Tuesday,개,911,261,28.65
2021,9,Tuesday,고양이,410,141,34.39
2021,9,Tuesday,기타,17,4,23.53
2021,9,Tuesday,기타축종,10,5,50.0
2021,9,Wednesday,개,1083,355,32.78
2021,9,Wednesday,고양이,566,215,37.99
2021,9,Wednesday,기타,11,1,9.09
2021,9,Wednesday,기타축종,17,8,47.06
2021,10,Friday,개,1427,530,37.14
2021,10,Friday,고양이,576,205,35.59
2021,10,Friday,기타,30,14,46.67
2021,10,Friday,기타축종,26,17,65.38
2021,10,Monday,개,912,283,31.03
2021,10,Monday,고양이,528,184,34.85
2021,10,Monday,기타,9,4,44.44
2021,10,Monday,기타축종,22,16,72.73
2021,10,Saturday,개,622,207,33.28
2021,10,Saturday,고양이,343,114,33.24
2021,10,Saturday,기타,19,10,52.63
2021,10,Saturday,기타축종,14,9,64.29
2021,10,Sunday,개,503,174,34.59
2021,10,Sunday,고양이,269,68,25.28
2021,10,Sunday,기타,8,2,25.0
2021,10,Sunday,기타축종,7,4,57.14
2021,10,Thursday,개,1178,394,33.45
2021,10,Thursday,고양이,531,176,33.15
2021,10,Thursday,기타,21,11,52.38
2021,10,Thursday,기타축종,13,9,69.23
2021,10,Tuesday,개,1241,394,31.75
2021,10,Tuesday,고양이,570,220,38.6
2021,10,Tuesday,기타,28,8,28.57
2021,10,Tuesday,기타축종,20,15,75.0
2021,10,Wednesday,개,1179,359,30.45
2021,10,Wednesday,고양이,534,178,33.33
2021,10,Wednesday,기타,26,11,42.31
2021,10,Wednesday,기타축종,24,11,45.83
2021,11,Friday,개,1031,316,30.65
2021,11,Friday,고양이,350,131,37.43
2021,11,Friday,기타,15,6,40.0
2021,11,Friday,기타축종,51,36,70.59
2021,11,Monday,개,1600,543,33.94
2021,11,Monday,고양이,511,211,41.29
2021,11,Monday,기타,31,10,32.26
2021,11,Monday,기타축종,17,13,76.47
2021,11,Saturday,개,521,197,37.81
2021,11,Saturday,고양이,166,64,38.55
2021,11,Saturday,기타,10,3,30.0
2021,11,Saturday,기타축종,13,7,53.85
2021,11,Sunday,개,385,134,34.81
2021,11,Sunday,고양이,107,41,38.32
2021,11,Sunday,기타,4,2,50.0
2021,11,Sunday,기타축종,3,2,66.67
2021,11,Thursday,개,1050,392,37.33
2021,11,Thursday,고양이,390,149,38.21
2021,11,Thursday,기타,23,6,26.09
2021,11,Thursday,기타축종,15,13,86.67
2021,11,Tuesday,개,1339,470,35.1
2021,11,Tuesday,고양이,419,175,41.77
2021,11,Tuesday,기타,19,9,47.37
2021,11,Tuesday,기타축종,24,11,45.83
2021,11,Wednesday,개,991,314,31.69
2021,11,Wednesday,고양이,271,85,31.37
2021,11,Wednesday,기타,18,4,22.22
2021,11,Wednesday,기타축종,22,16,72.73
2021,12,Friday,개,1218,355,29.15
2021,12,Friday,고양이,198,64,32.32
2021,12,Friday,기타,29,9,31.03
2021,12,Friday,기타축종,20,16,80.0
2021,12,Monday,개,1181,402,34.04
2021,12,Monday,고양이,202,74,36.63
2021,12,Monday,기타,30,14,46.67
2021,12,Monday,기타축종,35,19,54.29
2021,12,Saturday,개,453,142,31.35
2021,12,Saturday,고양이,127,58,45.67
2021,12,Saturday,기타,9,3,33.33
2021,12,Saturday,기타축종,3,3,100.0
2021,12,Sunday,개,337,109,32.34
2021,12,Sunday,고양이,50,14,28.0
2021,12,Sunday,기타,12,2,16.67
2021,12,Sunday,기타축종,3,2,66.67
2021,12,Thursday,개,1365,421,30.84
2021,12,Thursday,고양이,205,61,29.76
2021,12,Thursday,기타,21,9,42.86
2021,12,Thursday,기타축종,27,11,40.74
2021,12,Tuesday,개,1038,400,38.54
2021,12,Tuesday,고양이,153,65,42.48
2021,12,Tuesday,기타,12,6,50.0
2021,12,Tuesday,기타축종,13,9,69.23
2021,12,Wednesday,개,1230,386,31.38
2021,12,Wednesday,고양이,215,78,36.28
2021,12,Wednesday,기타,21,4,19.05
2021,12,Wednesday,기타축종,22,12,54.55
2022,1,Friday,개,958,325,33.92
2022,1,Friday,고양이,116,42,36.21
2022,1,Friday,기타,16,7,43.75
2022,1,Friday,기타축종,9,4,44.44
2022,1,Monday,개,1475,536,36.34
2022,1,Monday,고양이,177,63,35.59
2022,1,Monday,기타,18,8,44.44
2022,1,Monday,기타축종,18,14,77.78
2022,1,Saturday,개,602,198,32.89
2022,1,Saturday,고양이,104,35,33.65
2022,1,Saturday,기타,9,4,44.44
2022,1,Saturday,기타축종,20,17,85.0
2022,1,Sunday,개,399,146,36.59
2022,1,Sunday,고양이,57,15,26.32
2022,1,Sunday,기타,6,2,33.33
2022,1,Sunday,기타축종,7,6,85.71
2022,1,Thursday,개,999,330,33.03
2022,1,Thursday,고양이,98,36,36.73
2022,1,Thursday,기타,16,3,18.75
2022,1,Thursday,기타축종,30,23,76.67
2022,1,Tuesday,개,1009,334,33.1
2022,1,Tuesday,고양이,120,52,43.33
2022,1,Tuesday,기타,19,6,31.58
2022,1,Tuesday,기타축종,6,4,66.67
2022,1,Wednesday,개,967,341,35.26
2022,1,Wednesday,고양이,132,49,37.12
2022,1,Wednesday,기타,12,5,41.67
2022,1,Wednesday,기타축종,10,8,80.0
2022,2,Friday,개,947,370,39.07
2022,2,Friday,고양이,129,53,41.09
2022,2,Friday,기타,15,12,80.0
2022,2,Friday,기타축종,7,5,71.43
2022,2,Monday,개,1255,431,34.34
2022,2,Monday,고양이,121,58,47.93
2022,2,Monday,기타,16,4,25.0
2022,2,Monday,기타축종,24,11,45.83
2022,2,Saturday,개,487,162,33.26
2022,2,Saturday,고양이,84,34,40.48
2022,2,Saturday,기타,6,2,33.33
2022,2,Saturday,기타축종,6,4,66.67
2022,2,Sunday,개,307,101,32.9
2022,2,Sunday,고양이,39,7,17.95
2022,2,Sunday,기타,4,1,25.0
2022,2,Sunday,기타축종,8,3,37.5
2022,2,Thursday,개,949,351,36.99
2022,2,Thursday,고양이,109,39,35.78
2022,2,Thursday,기타,18,7,38.89
2022,2,Thursday,기타축종,12,5,41.67
2022,2,Tuesday,개,901,307,34.07
2022,2,Tuesday,고양이,89,40,44.94
2022,2,Tuesday,기타,5,1,20.0
2022,2,Tuesday,기타축종,8,5,62.5
2022,2,Wednesday,개,738,260,35.23
2022,2,Wednesday,고양이,103,34,33.01
2022,2,Wednesday,기타,8,1,12.5
2022,2,Wednesday,기타축종,11,9,81.82
2022,3,Friday,개,1043,351,33.65
2022,3,Friday,고양이,140,54,38.57
2022,3,Friday,기타,17,5,29.41
2022,3,Friday,기타축종,7,3,42.86
2022,3,Monday,개,1248,446,35.74
2022,3,Monday,고양이,175,77,44.0
2022,3,Monday,기타,15,9,60.0
2022,3,Monday,기타축종,19,17,89.47
2022,3,Saturday,개,503,171,34.0
2022,3,Saturday,고양이,75,26,34.67
2022,3,Saturday,기타,8,3,37.5
2022,3,Saturday,기타축종,4,4,100.0
2022,3,Sunday,개,364,114,31.32
2022,3,Sunday,고양이,46,25,54.35
2022,3,Sunday,기타,4,2,50.0
2022,3,Sunday,기타축종,2,2,100.0
2022,3,Thursday,개,1263,445,35.23
2022,3,Thursday,고양이,172,70,40.7
2022,3,Thursday,기타,21,8,38.1
2022,3,Thursday,기타축종,17,13,76.47
2022,3,Tuesday,개,1228,406,33.06
2022,3,Tuesday,고양이,137,56,40.88
2022,3,Tuesday,기타,17,5,29.41
2022,3,Tuesday,기타축종,16,10,62.5
2022,3,Wednesday,개,1147,413,36.01
2022,3,Wednesday,고양이,158,54,34.18
2022,3,Wednesday,기타,12,5,41.67
2022,3,Wednesday,기타축종,15,8,53.33
2022,4,Friday,개,1221,407,33.33
2022,4,Friday,고양이,446,184,41.26
2022,4,Friday,기타,16,6,37.5
2022,4,Friday,기타축종,25,22,88.0
2022,4,Monday,개,1381,489,35.41
2022,4,Monday,고양이,441,186,42.18
2022,4,Monday,기타,19,15,78.95
2022,4,Monday,기타축종,15,8,53.33
2022,4,Saturday,개,711,240,33.76
2022,4,Saturday,고양이,284,120,42.25
2022,4,Saturday,기타,11,5,45.45
2022,4,Saturday,기타축종,10,6,60.0
2022,4,Sunday,개,356,107,30.06
2022,4,Sunday,고양이,136,62,45.59
2022,4,Sunday,기타,8,4,50.0
2022,4,Sunday,기타축종,8,4,50.0
2022,4,Thursday,개,1018,323,31.73
2022,4,Thursday,고양이,397,162,40.81
2022,4,Thursday,기타,21,5,23.81
2022,4,Thursday,기타축종,19,18,94.74
2022,4,Tuesday,개,1086,325,29.93
2022,4,Tuesday,고양이,335,165,49.25
2022,4,Tuesday,기타,15,7,46.67
2022,4,Tuesday,기타축종,20,14,70.0
2022,4,Wednesday,개,967,321,33.2
2022,4,Wednesday,고양이,330,138,41.82
2022,4,Wednesday,기타,24,10,41.67
2022,4,Wednesday,기타축종,15,11,73.33
2022,5,Friday,개,1035,334,32.27
2022,5,Friday,고양이,785,206,26.24
2022,5,Friday,기타,23,11,47.83
2022,5,Friday,기타축종,28,23,82.14
2022,5,Monday,개,1728,587,33.97
2022,5,Monday,고양이,962,317,32.95
2022,5,Monday,기타,24,11,45.83
2022,5,Monday,기타축종,23,14,60.87
2022,5,Saturday,개,482,152,31.54
2022,5,Saturday,고양이,444,154,34.68
2022,5,Saturday,기타,10,5,50.0
2022,5,Saturday,기타축종,40,16,40.0
2022,5,Sunday,개,412,101,24.51
2022,5,Sunday,고양이,231,73,31.6
2022,5,Sunday,기타,6,1,16.67
2022,5,Sunday,기타축종,8,4,50.0
2022,5,Thursday,개,844,249,29.5
2022,5,Thursday,고양이,573,204,35.6
2022,5,Thursday,기타,23,1,4.35
2022,5,Thursday,기타축종,15,7,46.67
2022,5,Tuesday,개,1475,467,31.66
2022,5,Tuesday,고양이,817,274,33.54
2022,5,Tuesday,기타,35,18,51.43
2022,5,Tuesday,기타축종,27,12,44.44
2022,5,Wednesday,개,1004,295,29.38
2022,5,Wednesday,고양이,610,242,39.67
2022,5,Wednesday,기타,29,9,31.03
2022,5,Wednesday,기타축종,27,15,55.56
2022,6,Friday,개,1173,345,29.41
2022,6,Friday,고양이,662,182,27.49
2022,6,Friday,기타,17,6,35.29
2022,6,Friday,기타축종,38,15,39.47
2022,6,Monday,개,1065,323,30.33
2022,6,Monday,고양이,728,226,31.04
2022,6,Monday,기타,22,6,27.27
2022,6,Monday,기타축종,22,11,50.0
2022,6,Saturday,개,515,141,27.38
2022,6,Saturday,고양이,407,100,24.57
2022,6,Saturday,기타,8,2,25.0
2022,6,Saturday,기타축종,8,6,75.0
2022,6,Sunday,개,392,109,27.81
2022,6,Sunday,고양이,201,51,25.37
2022,6,Sunday,기타,5,0,0.0
2022,6,Sunday,기타축종,10,7,70.0
2022,6,Thursday,개,1270,379,29.84
2022,6,Thursday,고양이,882,250,28.34
2022,6,Thursday,기타,37,13,35.14
